"A.TWEX.P.","B.ABI.P.","H.HB.P.","F.RCD.P.","I.CPR.P.","DGE.P.","K.BBCA.P.","K.CHRE.P.","DK.CAB.P.","DK.RBR.P.","CN.KCM.P.","CN.YWU.P.","CN.JYB.P.","CN.TTB.P.","IN.MLC.P.","IN.UBB.P.","MX.BEC.P.","BR.AVS.P.","CL.CVZ.P.","U.STZ.P.","U.BF.B.P.","U.TAP.P.","U.SAM.P."
12.5,97.1,106.97,178.23,8.98,44.75,0,4.62,147.02,78.06,1086.64,131.07,110.39,48.18,8.39,19.6,3.06,5.02,12.2,193.36,54.9,50.34,397.81
12.77,97.46,106.58,180.88,8.98,44.86,0,4.66,153.25,77.44,1088.27,131.21,108.86,47.96,8.39,19.6,3.05,4.96,12.2,194.4,57.02,50.86,408.55
12.5,98.75,108.63,183.47,9.04,45.34,0,5.03,155.07,81.71,1098.38,131.54,109.78,52.76,8.41,19.09,3.21,4.99,12.2,198.79,57.54,51.88,421.96
12.83,99.83,109.16,182.32,9.21,45.26,0,5.26,151.98,81.87,1099.71,133.21,112.24,53.79,8.35,18.92,3.24,5.05,11.91,201.8,58.49,52.5,422.71
13.32,98.78,109.12,182.55,9.14,45.22,0,5.37,154.64,82.8,1114.41,134.97,111.86,53.85,8.24,18.81,3.12,5,11.84,202.48,58.15,52.16,431.98
13.19,99.91,111.08,191.37,9.52,45.78,0,5.54,156.54,83.85,1110.25,133.16,110.39,53.72,8.25,18.34,3.07,4.97,12.05,202.85,58.25,51.78,439.6
13.32,99.35,109.78,188.14,9.57,44.93,0,5.56,154.7,83.42,1149.83,135.92,112.43,54.76,8.05,18.41,3.02,4.88,12.14,201.66,58.35,51.69,437.44
13.42,98.67,109,187.34,9.42,44.89,0,5.59,154.84,83.11,1177.01,135.5,111.89,54.89,8.31,18.61,3.05,4.84,11.96,198.51,57.44,50.07,429.41
13.17,98.14,108.65,189.41,9.49,44.89,0,5.59,153.59,82.64,1148.73,132.71,109.26,54.26,8.42,19.25,2.99,4.78,11.76,202.44,58.67,50.57,435.01
13.09,98.21,109.42,191.43,9.76,45.24,0,5.6,152.44,82.8,1155.03,137.87,110.97,54.24,8.55,19.21,2.99,4.8,11.54,198.19,58.99,50.17,441.26
13.41,97.21,109.97,192.18,9.74,45.37,0,5.66,153.34,91.74,1145.77,139.48,115.16,54.37,8.55,18.95,2.98,4.8,11.65,201.83,58.85,51.15,438.05
13.39,99.3,110.82,198.12,9.88,45.84,0,5.75,154.21,91.77,1159.3,142.69,114.91,56.55,8.75,19.45,2.97,4.9,11.67,204.63,58.85,51.05,436.32
13.71,99.41,111.58,200.31,9.83,46.02,0,5.71,155,90.91,1189.4,147.37,116.63,55.01,8.96,19.56,2.98,4.95,11.89,204.35,58.99,51.36,438.42
13.68,99.44,112.51,204.35,9.95,47.17,0,5.69,156.47,90.07,1186.03,147.78,113.93,55.07,8.96,19.56,3.02,4.86,11.84,204.35,58.99,51.36,438.42
13.83,99.11,113.41,204.4,9.97,47.62,0,5.6,157.78,90.85,1187.32,147.37,112.92,54.38,8.86,18.74,3.02,4.89,11.76,208.35,59.44,52.39,411.1
13.66,98.79,113.8,203.6,10.04,47.42,0,5.66,158.48,90.38,1171.71,144.05,111.81,54.16,8.74,18.96,2.99,4.97,11.92,210.18,60.49,53.13,405.78
13.8,97.96,113.18,201.35,9.98,45.83,0,5.61,157.7,90.41,1191.49,144.67,112.48,53.23,8.65,18.84,2.97,4.94,12.1,204.93,60.91,53.18,410.3
13.86,97.45,113.04,201.52,9.98,45.43,0,5.53,158.71,89.17,1189.91,145.82,113.22,52.81,8.68,18.52,3.02,4.95,12.15,204.75,62.3,53.42,403.56
13.75,99.24,110.48,194.49,9.77,44.36,0,5.44,157.16,86.82,1183.7,144.98,113.49,52.09,8.8,18.38,3.04,4.99,11.96,206.75,63.56,55.87,399.88
13.6,98.18,110.94,193.91,9.68,43.74,0,5.4,153.83,84.16,1170.5,142.95,113.14,52.04,8.8,18.38,3.05,4.97,11.91,208.18,64.06,56.6,379
13.26,98.49,112.14,195.18,9.67,44.17,0,5.44,154.05,85.52,1113.91,134.63,108.87,51.51,8.79,18.62,3.05,5,11.94,206.77,65.18,56.38,390.48
13.21,101.37,113.04,194.43,9.83,44.42,0,5.4,153.18,84.81,1144.62,137.01,109.66,51.76,8.75,18.11,3.08,5.12,11.9,203.97,65.2,56.25,392.54
13.44,100.55,111.88,189.64,9.62,43.09,0,5.38,152.91,84.31,1144.62,137.01,109.66,51.76,8.78,18.2,3.07,5.05,11.83,204.07,64.21,57.17,389.36
13.45,100.31,110.82,187.16,9.4,42.51,0,5.48,151.67,83.11,1144.62,136.35,108.67,52.48,8.69,18.16,3.07,5.06,11.99,203.84,64.18,57.55,388.07
13.51,100.81,112.53,191.89,9.53,43.06,0,5.42,153.59,84.04,1139.42,137,108.64,51,8.54,17.9,3.07,5.13,11.76,205.75,64.22,55.68,352
13.76,101.07,112.32,191.09,9.49,42.94,0,5.49,153.18,83.97,1196.59,141.19,110.03,52.47,8.61,17.83,3.11,5.09,11.76,207.33,64.56,55.04,358.05
13.93,99.64,111.61,190.05,9.42,42.87,0,5.33,153.06,83.14,1192.53,140.52,110.56,51.86,8.56,17.51,3.16,5.11,11.76,207.34,64.3,55.04,351.47
14.02,101.56,111.88,189.59,9.44,42.32,0,5.33,153.37,83.23,1205.46,142.52,112.93,52.12,8.9,18.2,3.23,5.12,11.76,205.1,63.65,56.26,345.48
14.01,100.87,112.02,189.41,9.49,42.66,0,5.28,153.62,83.57,1196.69,140.45,110.69,51.64,9.25,19.7,3.21,5.13,11.73,205.77,63.04,56.21,355.05
13.34,98.41,113.13,190.97,9.63,42.81,0,5.29,154.58,84.72,1233.15,142.18,111.44,51.14,9.27,19.57,3.18,5.11,11.66,205.04,63.18,55.85,340.02
13.18,99.43,113.22,186.82,9.51,42.46,0,5.26,154.36,84.47,1222.73,142.21,112.29,51.17,9.28,19.33,3.07,5.18,11.62,204,62.83,56.14,349
13.37,100.12,114.51,187.8,9.68,43.11,0,5.28,157.08,85.77,1215.44,139.67,109.78,50.89,9.57,19.32,3.09,5.16,11.73,206.07,62.7,57.09,363.93
13.41,100.37,114.4,187.34,9.51,43.34,0,5.27,157.39,85.83,1223.51,139.35,108.83,50.77,9.47,19.27,3.08,5.14,11.86,206,62.67,57.47,352.18
13.59,100.81,114.35,188.43,9.56,43.78,3.62,5.33,156.7,87.41,1197.74,135.19,108.32,50.51,9.51,19.21,3.08,5.09,11.83,207.28,62.78,57.5,364.08
13.72,98.53,112.16,188.14,9.57,43.59,3.62,5.33,155.54,86.73,1197.74,135.19,108.32,50.51,9.18,18.89,3.13,5.1,11.8,209.41,63.06,58.11,370.03
13.45,95.84,109.28,187.34,9.29,42.27,3.81,5.24,152.69,85.71,1197.74,135.19,108.32,50.51,9.18,18.89,3.2,4.98,11.63,206.79,61.88,56.72,368.36
13.03,95.63,109.62,195.29,9.46,43.07,3.8,5.23,153.25,86.26,1197.74,135.19,108.32,50.51,8.85,18.91,3.2,4.91,11.47,194.26,62.04,56.62,371.11
13.11,97.12,110.91,198.35,9.63,43.19,3.91,5.29,155.38,87.32,1197.74,135.19,108.32,50.51,8.79,18.1,3.27,5.08,11.59,193.74,62.81,56.63,385.84
13.29,98.47,112.34,200.66,9.68,43.71,3.91,5.29,156.77,87.97,1197.74,135.19,108.32,50.51,8.8,17.88,3.26,4.99,11.54,188.74,62.47,56.17,374.89
13.29,96.74,111.17,198.24,9.67,43.61,4.05,5.46,156.47,87.53,1215.55,138.27,108.17,51.42,8.8,17.88,3.23,4.91,11.57,189.52,61.58,55.34,371.51
13.09,97.2,111.84,198.75,9.74,44.07,4.17,5.37,156.16,87.94,1194.41,137.28,106.55,51.48,8.86,18.27,3.19,4.93,11.57,191.46,62.44,55.51,382.38
13.04,96.4,111.21,196.51,9.77,43.63,4.04,5.42,154.61,86.08,1202.94,136.43,106.18,52.34,8.77,18.27,3.13,4.87,11.59,192.71,62.61,55.72,382.13
13.12,96.8,111.61,196.33,9.78,42.16,4.01,5.45,154.61,86.57,1223.36,136.7,106.75,51.57,8.69,18.01,3.16,4.91,11.6,193.08,62.98,56.06,397.03
13.18,95.87,112.48,194.49,9.79,42.43,4.11,5.32,155,86.54,1228.98,136.29,108.08,50.33,8.79,18.2,3.17,4.95,11.41,192.97,63.25,56.24,390.16
13.39,96.77,112.16,193.39,9.78,41.56,4.1,5.27,154.14,86.33,1261.27,138.2,107.64,49.7,8.82,18.34,3.18,4.99,11.61,196.76,62.84,56.68,387.73
13.84,96.48,112.74,192.12,9.64,41.55,3.95,5.3,153.68,85.12,1218.57,135.53,107.31,49.78,8.93,18.51,3.14,4.99,11.47,198.48,63.5,56.32,383.5
13.84,96.41,113.45,184.11,9.55,41.32,4.03,5.41,154.45,85.12,1232.45,135.71,108.06,49.47,9.06,18.86,3.21,4.96,11.33,197.29,63.72,57,402.34
13.61,96.34,112.62,185.67,9.33,40.93,3.87,5.39,152.53,84.41,1224.6,132.58,106.23,49.35,9.06,18.96,3.2,4.93,11.47,197.02,63.71,56.98,393.56
12,96.52,111.58,183.47,9.29,40.67,4.03,5.48,152.26,83.76,1217,133.44,106.7,49.1,9.06,18.96,3.23,5.02,11.28,194.58,64.01,57.16,396
12.39,95.53,111.54,180.99,9.12,40.91,4.03,5.33,152.6,83.7,1219.4,134.35,107.25,48.85,8.73,18.8,3.21,4.96,11.18,196.81,64.55,59.3,401.18
12.51,94.82,108.03,181.63,9.2,41.03,3.98,5.11,150.15,83.01,1207.02,132.6,105.71,48.43,8.84,19.01,3.25,4.94,11.11,197.54,64.7,59.47,373.39
12.69,95.54,108.86,184.22,9.26,41.27,3.91,5.08,150.55,83.17,1198.02,129.7,104.78,47.98,8.68,19.26,3.43,5.07,11.38,196.69,65.39,58.9,381.25
13.18,84.97,106.09,183.7,9.43,40.99,3.81,5.25,148.23,83.29,1219.97,133.52,105.98,48.79,8.94,19.07,3.48,4.65,10.99,195.84,64.28,56.84,375.56
12.99,84.32,104.25,183.47,9.43,40.68,3.65,5.37,149.25,85.27,1227.2,135.45,107.07,49.89,8.97,18.88,3.56,4.63,10.76,192.92,63.4,54.57,375.05
12.9,83.25,104.83,184.74,9.55,40.79,3.57,5.28,147.43,84.28,1242.52,136.96,109.98,50.83,8.78,18.4,3.6,4.64,10.67,192.98,64.47,54.69,373.48
12.7,83.64,105.59,188.72,9.4,41.74,3.67,5.26,149.5,85.12,1232.94,136.39,106.55,49.68,8.73,18.04,3.54,4.64,10.74,191.54,64.89,53,371.47
12.85,83.08,105.47,190.85,9.47,41.56,3.67,5.17,145.85,85,1228.99,137.56,104.97,48.95,8.91,18.2,3.52,4.59,10.74,190.33,65.52,52.72,374.46
12.89,82.25,105.66,189.36,9.48,41.43,3.7,5.28,147.98,85.37,1234.19,139.25,104.18,49.82,9.08,17.81,3.52,4.58,10.74,191,65.9,52.7,384.01
13.02,81.91,104.36,188.49,9.55,41.12,3.76,5.5,145.76,84.87,1249.38,139.55,106.73,50.33,9.07,17.59,3.54,4.64,10.7,193.92,65.44,53.61,352.97
13,82.49,103.58,187.97,9.62,40.74,3.76,5.42,147.15,84.35,1248.77,139.85,106.37,50.41,8.97,17.36,3.56,4.68,10.64,191.72,65.13,54.38,348.49
12.85,82.77,104.64,190.8,9.57,41.05,3.75,5.39,146.87,86.42,1242.52,138.14,104.33,49.75,9.12,17.93,3.55,4.63,10.5,193.21,65.28,54.48,356.99
13.09,81.79,104.83,189.99,9.48,40.93,3.76,5.44,146.56,87.16,1251.24,138.7,103.64,49.44,9.25,17.63,3.55,4.64,10.5,190.28,64.68,53.51,356.02
13,81.99,104.94,193.05,9.54,40.59,3.66,5.38,147.95,87.26,1255.02,140.18,103.71,50.95,9.03,17.9,3.52,4.57,10.27,187.56,64.5,53.79,361.97
13.27,82.11,105.47,195.12,9.5,40.84,3.62,5.33,147.46,87.66,1248.77,138.23,101.15,51.24,8.94,17.77,3.55,4.63,10.31,184.52,64.16,53.31,358.05
13.59,82.9,105.63,193.8,9.46,40.19,3.69,5.61,148.11,88.34,1251.48,138.91,101.57,53.41,8.94,17.77,3.52,4.59,10.31,183.83,64.31,52.67,370.1
13.4,83.34,106.56,195.64,9.45,40.93,3.67,5.69,148.54,88.15,1274.81,140.21,100.93,57.34,8.84,17.71,3.53,4.59,10.35,184.01,64.67,51.95,366.66
13.56,83.01,106.79,195.64,9.47,41.03,3.65,5.53,146.84,90.23,1281.06,140.14,101.89,57.48,8.82,17.83,3.52,4.61,10.49,182.86,64.64,51.3,362.92
13.74,83.2,107.13,196.1,9.61,40.67,3.8,5.78,149.59,90.35,1275.74,138.86,100.92,57.3,8.9,17.79,3.52,4.61,10.76,179.65,64.71,52.52,366.38
13.75,83.61,107.96,197.2,9.61,40.81,3.76,5.73,149.93,90.57,1278.22,138.52,101.42,56.76,8.74,17.78,3.52,4.64,10.37,174.89,64.57,51.96,367.34
13.64,82.71,108.15,196.56,9.53,40.96,3.8,5.8,149.97,91.31,1283.47,139.04,102.07,56.07,8.69,17.55,3.56,4.67,10.55,180.96,66.14,52.41,377.46
13.52,82.06,107.43,193.74,9.57,40.9,3.76,5.76,150.15,90.91,1284.96,139.56,103.35,55.27,8.72,17.42,3.54,4.67,10.74,185.86,67,52.39,381.4
13.56,81.75,106.81,192.87,9.59,40.7,3.74,5.68,148.57,90.32,1282.41,139.21,103.7,55.05,8.71,17.5,3.52,4.77,10.5,186.63,67.24,52.55,384.73
13.67,82.37,106.95,192.01,9.54,40.97,3.76,5.73,149.13,90.47,1243.56,134.32,101.98,54.11,8.71,17.42,3.53,4.81,10.47,181.22,67.04,52.28,378.39
13.78,82.97,108.17,190.62,9.59,41.39,3.72,5.67,150.92,92.36,1231.13,134.04,103.32,54.11,8.85,17.43,3.55,4.81,10.6,183.57,67.77,52.42,381.79
13.9,82.43,108.93,191.37,9.76,41.93,3.73,5.51,152.32,92.3,1234.19,136.15,104.55,54.58,8.69,17.48,3.52,4.76,10.16,184.06,68.81,51.06,389.14
13.92,82.51,108.93,192.58,9.76,41.89,3.67,5.56,152.69,92.73,1239.34,136.95,104.05,53.23,8.65,17.9,3.55,4.75,10.75,185.75,68.72,50.73,390.61
13.9,82.68,108.72,191.66,9.69,41.89,3.62,5.44,151.95,94.34,1224.61,136.24,103.51,53.48,8.62,18.22,3.55,4.76,10.6,185.75,68.72,50.73,390.61
13.68,82.88,108.45,192.24,9.55,41.57,3.58,5.26,150.99,94.47,1175.86,132.84,102.27,52.79,8.64,17.93,3.51,4.77,10.76,186.06,67.82,50.48,384.32
13.57,82.26,107.87,187.05,9.36,41.03,3.62,5.4,151.57,93.26,1180.03,132.27,103.01,52.7,8.61,17.8,3.55,4.75,10.79,186.08,67.42,50.67,373.12
13.17,81.91,108.17,187.57,9.41,40.95,3.69,5.39,153.52,93.88,1164.41,131.27,103.86,53.04,8.49,17.75,3.53,4.72,10.37,184.49,66.7,50.1,383.91
12.76,82.38,108.63,186.24,9.42,40.5,3.62,5.35,151.48,93.82,1168.92,133.78,104.13,53.04,8.48,17.63,3.55,4.84,10.5,184.29,67.84,51.13,389.23
12.66,81.38,108.33,185.95,9.42,40.18,3.62,5.45,152.63,94.03,1176.7,133.48,103.28,54.01,8.56,17.54,3.54,4.8,10.51,182.46,63.57,50.35,382.82
12.58,82.8,110.34,188.2,9.45,40.72,3.71,5.42,153.96,95.02,1218.57,136.42,104.15,54.26,8.46,17.39,3.55,4.87,10.61,183.65,63.35,51.06,381.06
12.52,82.26,110.13,187.63,9.42,40.4,3.69,5.33,152.75,94.68,1206.8,135.91,104.09,53.49,8.36,17.45,3.52,4.87,10.74,181.27,63.75,51.53,377.53
12.44,81.51,109.55,187.4,9.44,40.36,3.65,5.23,152.44,95.06,1212.73,136.29,103.96,52.89,8.34,17.12,3.57,4.85,10.58,180.93,63.5,51.21,371.96
12.52,81.89,109.81,187.51,9.49,40.45,3.64,5.27,151.61,94.81,1207.09,134.17,103.62,52.64,8.37,17.14,3.68,4.87,10.6,181.62,63.78,51.17,376.91
12.47,80.84,107.78,186.24,9.43,40.19,3.59,5.45,150.15,93.6,1184.2,133.08,102.53,53.89,8.44,17.26,3.68,4.94,10.55,179.79,63.27,51.36,367.69
12.36,80.97,107.55,185.67,9.29,40.07,3.59,5.37,148.94,93.14,1211.27,134.9,103.32,55.32,8.42,17.41,3.64,5.02,10.82,182.06,63.85,50.81,370
12.2,82.77,109.16,185.84,9.38,40.91,3.55,5.4,152.47,94.5,1195.57,134.18,104.42,54.16,8.43,17.28,3.66,5.04,10.86,182.89,64.24,51.98,375.83
12.21,82.14,109.07,184.86,9.38,41.44,3.59,5.58,151.02,92.98,1218.54,135.66,107.58,53.83,8.32,17.25,3.67,5,10.83,183.12,64.38,52.45,370.87
12.26,83.15,109.53,184.63,9.45,41.35,3.53,5.6,151.7,93.17,1216.48,136.38,112.11,53.35,8.47,17.36,3.69,5.04,10.89,183.68,64.92,52.95,365.98
12.29,83.23,109,183.36,9.39,41.45,3.59,5.53,152.29,92.24,1205.44,135.25,112.2,53.01,8.54,17.43,3.75,5.06,11.01,185.82,65.36,53.25,367.42
12.32,85.41,110.68,184.92,9.52,41.9,3.55,5.48,154.24,92.86,1193.88,134.46,112.48,53.05,8.53,17.52,3.72,5,10.61,188.9,66.71,53.86,377.69
12.24,85.63,111.24,185.9,9.57,42.4,3.55,5.56,155.85,94.99,1197.01,133.46,113.52,52.25,8.47,17.68,3.69,5.01,10.73,188.04,66.61,53.05,372.91
12.18,85.45,110.64,187.45,9.57,42.29,3.51,5.57,155.85,94.99,1195.65,134.04,113.25,52.39,8.43,18.53,3.74,5.01,10.61,186.83,66.73,53.28,377.51
12.18,85.45,110.64,187.45,9.57,42.29,3.51,5.57,155.85,94.99,1180.76,133.42,111.87,51.91,8.43,18.53,3.74,5.01,10.61,186.83,66.73,53.28,377.51
12.18,85.45,110.64,187.45,9.57,42.29,3.51,5.57,155.85,94.99,1182.22,133.47,111.86,52.46,8.32,18.16,3.7,5.08,10.55,189.66,67.58,53.61,383.86
12.16,85.89,111.4,186.82,9.53,42.41,3.53,5.56,155.54,95.24,1211.27,134.35,112.8,52.54,8.41,18.19,3.68,5.06,10.59,189.23,67.94,53.83,378.75
12.14,85.03,110.45,186.01,9.39,42.1,3.51,5.52,153.8,94.41,1235.02,138.33,115.41,53.21,8.44,18.23,3.74,4.93,10.7,188.37,67.58,53.78,379.59
11.88,83.85,109.46,183.82,9.39,42.04,3.37,5.53,153.8,94.41,1232.11,138.53,115.09,53.12,8.55,18.11,3.73,4.93,10.7,189.75,67.6,53.9,377.85
11.88,83.85,109.46,183.82,9.39,42.04,3.37,5.53,153.8,94.41,1232.11,138.53,115.09,53.12,8.51,18.16,3.73,4.93,10.7,189.75,67.6,53.9,377.85
11.84,85.9,110.5,184.92,9.36,41.81,3.4,5.45,152.35,93.32,1176.91,137.56,115.14,53.23,8.46,18.27,3.71,5.07,10.65,188.3,67.06,53.54,371.12
11.8,85.8,110.71,185.9,9.43,41.89,3.44,5.37,153.18,93.66,1123.33,135.97,116.35,53.38,8.31,18.26,3.7,5,10.86,189.53,67.34,53.38,367.7
11.84,85.65,112.46,185.9,9.4,41.81,3.37,5.32,154.92,93.11,1122.74,134.56,113.15,52.09,8.1,18.21,3.72,5.03,10.86,190.4,67.48,54.63,371.57
12.15,85.41,112.41,185.15,9.28,41.83,3.42,5.36,155.07,94.75,1139.96,134.74,115.06,52.39,8.05,18.07,3.7,5.04,10.65,183.6,66.97,54.49,373.88
11.95,84.71,113.06,183.88,9.36,42.14,3.38,5.33,153.68,93.2,1133.31,134.24,119.65,52.1,8.18,17.8,3.7,5.01,10.7,190.29,67.14,55.02,373.38
12.21,84.51,113.54,184.17,9.49,42.63,3.37,5.49,154.76,92.76,1148.47,136.2,121.44,52.96,8.44,18.02,3.67,4.97,10.89,193.59,67.38,54.96,369.48
12.39,84.91,112.99,183.24,9.36,42.62,3.28,5.45,154.42,92.64,1158.68,139.17,123.62,53.45,8.36,18.1,3.6,4.99,11.33,188.38,67.28,55.07,367.95
12.45,83.79,113.2,187.74,9.36,42.46,3.15,5.36,155.69,94.53,1170.94,145.46,124.3,53.06,8.32,18.44,3.54,5.08,11.09,188.44,68.08,55.39,364.01
12.62,83.07,114.17,191.09,9.46,42.44,3.36,5.3,156.93,95.02,1153.37,144.31,122.11,52.45,8.29,18.59,3.54,5.05,11.02,190.83,68.89,55.95,361.71
12.61,82.89,115.9,192.87,9.54,43.03,3.35,5.31,158.55,97.31,1158.29,146.64,120.75,52.6,8.24,18.69,3.56,4.96,10.82,190.85,69.7,55.92,376.4
12.78,82.8,116.93,193.16,9.72,42.69,3.29,5.33,159.17,97.87,1152.95,146.5,120.82,52.8,8.34,18.47,3.58,4.94,10.89,190.86,70.81,56.57,385.8
12.92,83.08,119.53,196.74,9.98,43.1,3.32,5.29,162.27,99.05,1153.47,144.3,120.29,53.38,8.3,18.54,3.62,4.94,10.82,189.95,70.74,56.57,386.6
12.86,82.36,118.55,195.06,9.93,42.98,3.34,5.25,162.58,99.02,1136.29,143.27,118.32,54.05,8.24,18.58,3.61,4.97,10.76,189.95,70.74,56.57,386.6
12.66,82.13,115.16,194.43,9.89,42.71,3.19,5.05,163.58,99.42,1119.93,138.12,114.07,51.87,8.24,18.13,3.75,4.95,10.59,190.23,71.03,56.5,390.92
12.9,81.59,115.9,193.05,9.99,42.32,3.25,5.13,161.65,99.7,1120.15,137.17,116.31,51.79,8.39,18.08,3.77,5.03,10.19,191.94,71.77,56.48,398.19
12.93,80.71,115.25,191.2,9.95,42.25,3.19,4.98,161.88,99.36,1096.5,131.4,111.61,50.34,8.3,17.98,3.69,4.93,10.28,193.97,71.9,56.74,393.33
12.95,81.54,115.9,189.36,10.06,42.56,3.17,4.91,160.72,99.98,1096.5,131.4,111.61,50.34,8.24,18.18,3.69,5.02,10.21,191.56,71.79,56.12,381.67
12.95,78.96,113.47,182.9,10.03,41.93,3.17,4.91,153.4,97.69,1096.5,131.4,111.61,50.34,8.21,17.98,3.61,4.9,10.16,190.9,70.48,55.94,377.28
12.2,79.91,113.31,182.21,10.1,41.33,3.17,4.91,153.8,97.69,1096.5,131.4,111.61,50.34,9.35,18.2,3.6,4.97,10.21,192.75,70.47,56.09,382
9.03,79.88,114.19,182.72,10.25,40.85,3.11,4.81,154.92,98.37,1096.5,131.4,111.61,50.34,9.05,18.17,3.66,4.84,10.31,192.58,69.38,56.3,373.25
9.51,78.99,113.61,180.53,10.17,39.79,3.02,4.64,152.47,98.37,1096.5,131.4,111.61,50.34,9.05,17.91,3.68,4.85,10.44,190.79,68.82,56.26,362.43
9.53,78.9,113.38,180.48,10.07,39.54,3.03,4.65,152.66,99.39,1096.5,131.4,111.61,50.34,8.83,18.02,3.71,4.72,10.26,188.3,67.64,55.58,356.38
9.11,78.69,113.34,181.05,10.21,40.69,3.04,4.74,150.74,101.06,1045.59,118.25,100.51,45.31,8.86,18.02,3.71,4.65,10.31,189.12,68.74,56.31,349.7
9.06,79.86,113.91,183.7,10.29,41.25,3.13,5.01,155.07,101.34,1081.1,119.25,103.68,46.92,9.19,18.36,3.8,4.66,10.42,192.89,69.81,56.91,376.17
8.91,80.44,113.91,182.55,10.34,41.36,3.02,4.96,155.46,101.4,1093.57,122.39,107.11,46.67,9.31,18.72,3.8,4.56,10.4,197.14,69.04,58.02,371.25
8.77,80.6,114.26,186.13,10.43,42.06,3.08,4.94,155.23,102.58,1115.46,124.1,107.1,46.95,9.33,19.15,3.69,4.46,10.6,199.8,69.26,57.5,366.96
8.76,78.99,112.51,186.01,10.4,41.55,3,4.85,155.15,103.07,1120.66,125.59,106.69,47.5,9.65,18.83,3.6,4.47,10.67,200.34,68.8,57.78,363.52
8.61,78.68,112.32,185.43,10.45,41.17,3,4.81,155.15,102.27,1110.76,126.16,104.96,46.98,9.81,18.47,3.64,4.42,10.67,200.07,69.3,57.84,373.86
8.48,78.09,112.74,184.51,10.41,40.9,2.99,4.87,156,102.3,1143.58,129.97,106.67,47.44,9.57,18.39,3.61,4.44,10.88,199.94,70.35,58.05,399.69
8.68,78.44,118.61,185.26,10.46,40.69,3.05,4.94,156.16,103.13,1142.82,129.66,108.8,47.63,9.87,18.3,3.64,4.4,10.65,198.72,70.69,55.5,409.5
8.18,78.45,118.55,192.3,10.34,40.34,3.01,4.94,157.24,102.36,1136.29,129.29,106.99,46.85,10.13,18.38,3.59,4.3,10.74,201.19,71.21,55.36,410.3
8.26,78.13,119.76,191.43,10.33,40.45,2.99,5.02,158.71,103.47,1133.16,128.55,106.98,46.87,10.03,18.34,3.54,4.34,10.35,203.83,71.4,55.25,408.91
8.3,77.76,119.24,191.89,10.28,40.59,3.07,4.94,157.24,104.43,1139.22,129.46,107.6,47.39,9.98,18.16,3.62,4.39,10.39,203.83,71.4,55.25,408.91
8.3,78.24,119.59,192.01,10.36,40.82,3.09,4.9,157.39,104.62,1129,128.51,106.16,47.39,10.3,18.1,3.54,4.27,10.33,203.82,70.8,54.45,425.98
8.78,78.65,121.03,194.95,10.01,41.26,3.19,5.1,158.09,106.72,1142.01,131.23,106.18,47.43,10.41,18.34,3.57,4.26,10.09,206.64,71.39,54.88,429
8.87,77.82,119.93,190.68,9.83,41.02,3.19,5.07,159.02,105.55,1164.41,135.55,109.14,48.43,10.31,18.06,3.61,4.27,10.22,208.34,71.55,55.41,396.29
8.76,76.28,119.76,190.8,9.86,40.71,3.15,4.87,156.31,104.99,1159.07,135.4,108.54,48.14,10.31,18.06,3.6,4.29,10.02,207.4,70.14,55.29,396.64
8.51,73.9,115.72,183.76,9.32,39.56,3.02,4.78,149.81,97.84,1132.31,132.38,105.92,47.08,10.02,17.69,3.6,4.29,9.73,201.54,67.66,54.2,405.1
8.17,71.78,113.47,180.53,9.27,38.88,3.03,4.8,146.31,96.57,1119.42,130.5,104.64,46.08,10.03,17.68,3.51,4.29,9.61,195.29,66.23,51.42,395.54
8.05,71.37,112.62,179.84,9.37,38.53,3.12,4.72,145.6,96.79,1118.27,129.25,104.65,44.81,9.81,17.62,3.41,4.18,9.48,190.97,64.43,51.74,397.76
8.26,63.54,107.59,175.17,8.96,37.04,3.08,4.71,142.01,93.01,1132.53,131.54,104.64,45.56,9.79,17.82,3.31,3.83,9.52,175.66,62.5,50.01,386.47
8.07,58.5,104.04,168.83,8.7,36.32,3,4.63,137.37,89.92,1100.88,125.61,101.42,44.47,9.79,17.76,3.18,3.84,8.92,172.38,61.41,49.61,370.79
8,59.97,105.01,172.12,8.64,36.93,2.98,4.68,137.4,91.31,1131.09,127.74,103.23,45.1,9.37,17.35,3.24,3.89,9.41,177.22,64.32,51.48,363.8
8.14,59.11,105.56,172.17,8.79,37.05,2.99,4.65,141.27,94.68,1159.2,129.53,101.37,44.99,9.52,17.59,3.4,3.89,9.37,177.59,63.81,50.43,371.59
7.58,59.07,106.99,172.81,8.86,37.2,3.05,4.82,141.98,94.56,1175.78,130.47,102.26,46.09,9.48,17.5,3.41,4.05,9.63,185.96,64.56,52.48,385.01
7.37,57.89,106.9,175.63,8.83,36.86,3.15,5.08,142.47,94.41,1219.61,138.73,104.47,47.69,9.44,17.79,3.29,4.02,9.49,182.77,61.82,50.12,393.91
7.32,55.2,103.44,173.27,8.54,35.99,3.09,4.97,138.08,89.39,1203.46,135.47,102.07,47.18,9.2,17.49,3.29,4.05,9.18,179.07,62.25,48.04,384.93
6.78,49.25,97.31,166.52,8.06,34.36,3.01,4.8,128.24,83.26,1160.25,131.54,99.23,45.48,8.84,16.94,3.25,3.88,8.62,164.24,58.55,43.01,347.21
