"","A:ASBX(FFNOSH)","D:RHM(FFNOSH)","I:LDO(FFNOSH)","F:CSF(FFNOSH)","BA.(FFNOSH)","RR.(FFNOSH)","TK:AES(FFNOSH)","IS:ESLT(FFNOSH)","U:NOC(FFNOSH)","U:RTX(FFNOSH)","U:HII(FFNOSH)","U:LMT(FFNOSH)","@AXON(FFNOSH)","@MANT(FFNOSH)","U:BWXT(FFNOSH)","U:CW(FFNOSH)","@SWBI(FFNOSH)","U:GD(FFNOSH)","U:RGR(FFNOSH)","@POWW(FFNOSH)","U:CACI(FFNOSH)","@HON(FFNOSH)"
"12/11/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
"12/12/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
"12/13/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
"12/16/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
"12/17/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
"12/18/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
"12/19/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
"12/20/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
"12/23/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
"12/24/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
"12/25/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
"12/26/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
"12/27/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
"12/30/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
"12/31/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
"01/01/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/02/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/03/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/06/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/07/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/08/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/09/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/10/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/13/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/14/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/15/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/16/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/17/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/20/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/21/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/22/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/23/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/24/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/27/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/28/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/29/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/30/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"01/31/20","296959","34465","403549","105784","3205234","1833094",NA,"23173","152243","865309","34857","264982","47955","22949","67967","38352","47116","218090","14726","33414","22902","712600"
"02/03/20","296959","34465","403549","105784","3044396","1833094",NA,"23173","151647","865309","34716","264913","48142","22953","67738","38352","47116","218090","14728","33742","22902","707287"
"02/04/20","296959","34465","403549","105784","3044396","1833094",NA,"23173","151647","865309","34716","264913","48142","22953","67738","38352","47116","218090","14728","33742","22902","707287"
"02/05/20","296959","34465","403549","105784","3044396","1833094",NA,"23173","151647","865309","34716","264913","48142","22953","67738","38352","47116","218090","14728","33742","22902","707287"
"02/06/20","296959","34465","403549","105784","3044396","1833094",NA,"23173","151647","865309","34716","264913","48142","22953","67738","38352","47116","218090","14728","33742","22902","707287"
"02/07/20","296959","34465","403549","105784","3044396","1833094",NA,"23173","151647","865309","34716","264913","48142","22953","67738","38352","47116","218090","14728","33742","22902","707287"
"02/10/20","296959","34465","403549","105784","3044396","1833094",NA,"23173","151647","865309","34716","264913","48142","22953","67738","38352","47116","218090","14728","33742","22902","707287"
"02/11/20","296959","34465","403549","105784","3044396","1833094",NA,"23173","151647","865309","34716","264913","48142","22953","67738","38352","47116","218090","14728","33742","22902","707287"
"02/12/20","296959","34465","403549","105784","3044396","1833094",NA,"23173","151647","865309","34716","264913","48142","22953","67738","38352","47116","218090","14728","33742","22902","707287"
"02/13/20","296959","34465","403549","105784","3044396","1833094",NA,"23173","151647","865309","34716","264913","48142","22953","67738","38352","47116","218090","14728","33742","22902","707287"
"02/14/20","296959","34465","403549","105784","3044396","1833094",NA,"23173","151647","865309","34716","264913","48142","22953","67738","38352","47116","218090","14728","33742","22902","707287"
"02/17/20","296959","34465","403549","105784","3044396","1833094",NA,"23173","151647","865309","34716","264913","48142","22953","67738","38352","47116","218090","14728","33742","22902","707287"
"02/18/20","296959","34465","403549","105784","3044396","1833094",NA,"23173","151647","865309","34716","264913","48142","22953","67738","38352","47116","218090","14728","33742","22902","707287"
"02/19/20","296959","34465","403549","105784","3044396","1833094",NA,"23173","151647","865309","34716","264913","48142","22953","67738","38352","47116","218090","14728","33742","22902","707287"
"02/20/20","296959","34465","403549","105784","3044396","1833094",NA,"23173","151647","865309","34716","264913","48142","22953","67738","38352","47116","218090","14728","33742","22902","707287"
"02/21/20","296959","34465","403549","105784","3044396","1833094",NA,"23173","151647","865309","34716","264913","48142","22953","67738","38352","47116","218090","14728","33742","22902","707287"
"02/24/20","296959","34465","403549","105784","3044396","1833094",NA,"23173","151647","865309","34716","264913","48142","22953","67738","38352","47116","218090","14728","33742","22902","707287"
"02/25/20","296959","34465","403549","105784","3044396","1833094",NA,"23173","151647","865309","34716","264913","48142","22953","67738","38352","47116","218090","14728","33742","22902","707287"
