"A.TWEX.P.","B.ABI.P.","H.HB.P.","F.RCD.P.","I.CPR.P.","DGE.P.","K.BBCA.P.","K.CHRE.P.","DK.CAB.P.","DK.RBR.P.","CN.KCM.P.","CN.YWU.P.","CN.JYB.P.","CN.TTB.P.","IN.MLC.P.","IN.UBB.P.","MX.BEC.P.","BR.AVS.P.","CL.CVZ.P.","U.STZ.P.","U.BF.B.P.","U.TAP.P.","U.SAM.P.","U.MGM.P.","U.LVS.P.","X.WYNN.P.","X.BJK.P.","X.GDEN.P.","U.BYD.P.","U.BALY.P.","X.RRR.P.","D.2TP.P.","BATS.P.","ID.GUD.P.","X.IMBBY.P.","U.VGR.P.","U.TPB.P.","U.RLX.P.","U.PM.P.","A.ASBX.P.","D.RHM.P.","I.LDO.P.","F.CSF.P.","BA..P.","RR..P.","TK.ASE.P.","IS.ESLT.P.","U.NOC.P.","U.RTX.P.","U.HII.P.","U.LMT.P.","X.AXON.P.","X.MANT.P.","U.BWXT.P.","U.CW.P.","X.SWBI.P.","U.GD.P.","U.RGR.P.","X.POWW.P.","U.CACI.P.","X.HON.P."
11.19,83.81,103.33,177.42,9.12,39.21,0,3.96,125.98,78.08,812.15,81,124.77,41.61,8.08,19.64,2.88,4.45,13.45,167.47,51.49,61.09,309.55,26.89,59.61,124.14,37.52,17.35,29.26,0,27.08,0.07,38.1,6.4,34.28,10.86,44.72,0,86.98,1.61,116.82,10.12,126.04,6.26,4.06,2.26,138.25,282.87,74.28,206.45,305.76,51.4,54.39,50.42,120.4,8.75,168.03,52.25,3.1,181.58,154.15
11.29,83.57,103.86,177.59,9.1,39.3,0,4.05,126.5,77.61,799.88,80.19,124.49,41.42,8.03,19.85,2.89,4.33,13.64,166.06,48.85,60.16,311.74,26.97,60.66,123.55,37.38,17.24,28.68,0,26.23,0.07,40.06,6.53,34.75,10.68,42.1,0,87.02,1.65,118.2,10.13,124.66,6.27,4,2.22,137.56,280.46,73.96,204.57,303.32,49.98,53.42,49.08,117.44,8.58,166.47,51.63,3.03,179.26,153.74
11.52,82.74,104.36,179.96,9.13,40.02,0,3.93,127.37,78.93,779.67,77.04,120.24,40.91,7.99,19.79,2.86,4.41,13.79,167.64,49.77,60.04,312.4,26.45,59.99,118.67,36.45,17.31,28.49,0,25.77,0.08,40.42,6.53,34.58,10.67,43.59,0,86.97,1.68,114.79,9.95,122.76,6.2,4,2.14,137.82,276.44,73.41,201.46,303.01,48.47,53.2,49.3,115.89,8.73,166.34,51.66,3.2,179.34,152.48
11.27,82.43,104.48,179.38,9.23,39.84,0,3.85,127.37,80.09,768.11,74.41,115.88,39.07,7.96,19.7,2.89,4.38,13.7,166.19,49.92,59.45,314.08,26.5,60.24,119.59,36.08,17.35,28.94,0,26.06,0.09,40.44,6.39,34.34,10.59,44.02,0,87.45,1.68,112.51,9.78,124.6,6.11,3.92,2.11,137.22,275.96,73.15,200.12,300.95,46.86,53.92,48.71,114.57,7.65,166.14,51.11,3,179.36,151.59
11.29,82.73,104.85,178.98,9.25,40.1,0,3.89,127.31,77.85,790.03,79.15,118.73,39.51,8.19,19.69,2.89,4.52,13.88,168.33,50.27,60.1,319.09,26.57,60.15,119.37,36.38,17.58,29.32,0,26.95,0.09,40.19,6.43,34.85,10.9,47.08,0,89.24,1.7,113.71,9.96,123.97,6.12,3.94,2.07,138.63,279.22,74.32,200.52,304.4,47.97,54.23,49.05,114.29,7.41,169.51,50.62,3.2,182.14,153.19
11.13,82.82,104.71,178.69,9.42,39.98,0,3.85,128.36,77.07,775.93,78.43,116.74,39.78,8.28,19.95,2.9,4.49,13.67,168.81,50.48,60.21,313.83,26.61,59.16,117.35,36.07,17.54,28.8,0,26.43,0.09,40.53,6.51,34.53,10.68,46.89,0,88.8,1.7,113.01,10.06,122.99,6.14,3.94,2.15,135.87,275.17,73.53,203.69,301.92,48.33,53.78,49.64,114.3,7.36,168.77,50.79,2.93,180.61,153.5
11.08,82.03,104.94,179.15,9.4,40.09,0,3.85,128.08,76.95,785.3,79.68,115.31,39.14,8.22,19.58,2.95,4.47,13.83,170.66,50.17,60.59,315.94,26.57,59.34,116.99,35.89,17.09,29.06,0,26.27,0.09,39.14,6.5,34.39,10.7,47.69,0,89.5,1.71,115.07,9.96,123.57,6.08,3.95,2.1,135.81,279.16,74.69,207.83,303.45,47.63,53.43,49.55,115.03,7.19,171.72,50.56,2.8,183.52,155.04
11.35,81.51,106.07,181.63,9.57,40.07,0,3.85,126.44,77.04,810.29,80.35,114.87,40.55,8.36,19.65,2.88,4.4,13.86,170.61,50.19,60.49,307.66,26.45,59.42,115.64,35.66,16.45,28.38,0,25.72,0.09,39.38,6.45,34.26,10.52,48.56,0,89.79,1.71,114.17,11.27,126.16,6.18,3.99,2.14,133.74,274.75,74.84,207.3,298.51,47.05,54.02,49.09,114.63,7.18,169.59,50.01,3.1,185.5,155.25
11.56,82.7,107.36,183.13,9.73,40.45,0,4,126.97,78,809.56,82.05,116.99,40.56,8.33,19.79,2.96,4.43,13.88,170.45,50.7,60.82,306.62,26.02,59.76,115.79,36.16,13,28.23,0,26.5,0.09,40.45,6.54,34.8,10.7,48.01,0,90.85,1.71,115.55,11.47,127.26,6.28,3.99,2.16,135.06,271.21,74.27,204.41,296.15,47.96,53.52,49.4,112.25,7.44,169.79,50.35,3.1,183.56,155.35
11.81,83.45,106.23,182.09,9.69,40.52,0,4.21,127.49,78.39,843.72,90.26,124.7,43.27,8.18,19.82,2.96,4.57,13.95,171.08,51.05,60.95,312.6,26.25,60.08,116.15,36.38,14.13,28.05,0,26.42,0.09,41.51,6.53,35.17,10.52,49.7,0,90.73,1.7,116.24,11.79,127.43,6.39,4.04,2.18,135.01,274.89,74.85,207.41,297.64,50.02,54.72,50.4,115.12,7.35,171.67,51.29,3.12,184.65,156.93
11.57,85.68,106.35,181.11,9.74,40.24,0,4.15,128.11,78,825.51,89.57,122.38,42.68,8.2,19.7,2.98,4.54,13.9,167.33,51.28,60.76,302.36,26.57,59.3,117.82,36.66,14.91,27.76,0,26.35,0.27,42,6.38,35.15,10.48,48.9,0,90.5,1.67,118.26,11.99,126.91,6.37,4.08,2.18,133.83,271.01,74.62,205,296.6,52.04,53.72,50,114.02,7.43,170.72,51.63,3,183.44,157.24
11.54,84.39,106.74,182.09,9.77,40.39,0,4.22,126.78,75.52,825.71,89.26,122.84,42.5,8.15,19.74,3.04,4.49,13.8,164.6,50.63,59.77,298.42,26.25,59.14,118.14,36.52,15.79,27.61,0,26.41,0.16,41.83,6.39,34.62,10.29,47.63,0,90.74,1.68,114.14,11.98,124.78,6.36,4.1,2.13,134.98,270.46,73.91,204.75,295.98,52.65,53.45,49.57,115.51,7.3,168.49,50.96,3.26,181.78,156.29
11.27,84.75,107.59,184.63,9.93,41.23,0,4.03,127.28,75.06,818.37,88.42,123.65,41.97,8.15,19.74,3.05,4.49,14.06,169.39,51.36,60.81,297.16,26.9,61.2,121.14,37,15.45,27.92,0,26.68,0.16,41.77,6.25,34.42,10.18,47.1,0,91.91,1.66,113.84,11.97,124.78,6.39,4.11,2.12,134.98,272.48,74.84,207.81,299.01,54.54,53.86,49.79,116.29,7.24,169.83,52.02,3.15,185.76,158.45
11.3,82.81,106.95,181.63,9.77,40.53,0,4.09,126.84,74.69,826.96,89.62,123.86,41.86,8.06,19.51,3.01,4.42,14.06,169.53,51.74,59.45,286.04,26.09,59.57,116.91,36.25,14.86,27.35,0,25.78,0.16,40.54,6.1,34.23,10.08,44.71,0,91.17,1.65,109.21,11.69,121.89,6.17,4.02,2.07,133.03,268.36,73.82,203.13,294.01,52.05,51.93,48.08,112.89,7.15,165.85,50.8,3.25,180.27,155.83
11.02,82.12,106.62,182.9,10.08,40.58,0,3.98,125.33,73.08,807.79,86.25,118.63,40.78,7.87,18.81,3.1,4.36,14.08,168.04,52.29,58.75,286.51,25.75,59.28,116.45,36.14,14.6,27.64,0,25.76,0.16,40.37,5.81,33.92,10.08,45.5,0,88.27,1.65,109.09,11.64,121.43,6.01,3.98,2.08,130.38,268.6,73.96,203.37,294.12,52.89,52.53,48.51,112.46,7.33,166.62,51.58,3.14,182.14,155.93
10.92,83.66,107.94,184.4,10.22,41.11,0,3.89,128.17,73.42,805.09,87.98,117.89,39.81,7.82,19.21,3.11,4.49,14.04,171.71,52.72,59.48,292.57,25.78,60.1,117.36,36.18,14.3,27.93,0,26.16,0.16,40.5,5.98,34.36,10.29,45.33,0,88.59,1.62,108.65,11.8,122.3,5.96,3.96,2.03,133.89,265.85,74.4,203.25,294.92,53.36,53.07,48.78,111.95,7.28,166.9,52.07,3.25,183.33,157.48
10.94,84.43,107.73,183.76,10.1,40.7,0,3.97,128.14,73.42,821.23,91.63,122.81,42.23,7.7,19.31,3.11,4.37,13.87,170.12,52.59,59.29,290.92,25,59.03,116.56,36.05,14,26.88,0,25.52,0.16,40.59,5.98,34.22,10.29,44.37,0,87.03,1.59,107.71,11.65,120.97,6.13,3.96,1.87,134.29,263.92,74.49,202.97,293.95,52.52,53.05,48.23,112.5,7.3,166.56,53.04,3.2,181.44,157.11
10.92,84.36,108.33,184.51,10.15,41.14,0,3.99,129.51,75.9,840.29,94.05,123.63,42.84,7.59,19.6,3.12,4.43,14.08,172.5,52.65,59.27,290.95,25.46,60.33,117.62,36.32,14.35,27.32,0,25.79,0.16,41.4,5.98,34.55,10.3,45.46,0,87.28,1.57,105.75,11.83,121.2,6.16,4,1.91,134.55,267,75.07,205.11,295.6,53.85,53.73,49.41,113.12,7.26,167.76,53.04,3.15,182.55,158.54
10.92,86.21,108.49,184.51,10.09,41.22,0,4.24,128.64,75.99,889.44,98.94,135.83,44.96,7.9,19.89,3.17,4.45,14.15,175.33,52.78,59.65,294.73,25.66,60.96,119.32,36.71,14.16,27.36,29.95,25.85,0.16,41.95,5.91,34.57,10.28,46.09,0,88.39,1.65,106.69,11.95,123.1,6.34,4.01,1.98,134.86,269.6,76.02,207.2,300.16,54.41,54.02,49.58,113.34,7.17,169.28,53.02,3.25,182.02,158.92
11.25,85.95,107.64,182.78,10.02,40.76,0,4.21,129.01,75.69,894.66,100.58,134.47,48.07,7.83,20.15,3.23,4.44,14.16,177.59,53.59,60.37,290.03,26.59,63.35,129.34,37.8,14.9,28.34,30.98,26.31,0.16,41.18,5.88,34.59,10.35,46.56,0,88.2,1.61,111.42,12.01,125.87,6.34,4.08,1.97,137.65,274.11,78.56,212.44,304.29,55.26,54.35,50.84,112.54,7.1,172.31,52.89,3.2,185.9,161.47
11.27,86.41,109.19,185.43,10.02,41.26,0,4.09,130,76.99,885.28,100.05,130.29,48.08,7.71,20.06,3.17,4.43,14.03,176.71,52.9,60.15,285.61,26.77,64.85,135.03,38.34,15.58,28.58,31,26.33,0.16,41.75,5.88,34.27,10.18,46,0,88.01,1.66,111.05,11.96,124.72,6.36,4.03,1.93,140.69,273.33,77.8,210.82,303.1,54.38,53.39,50.2,112,7.04,169.94,52.53,3.02,181.7,161.04
11.3,86.17,109.14,184.97,9.97,40.72,0,4.33,130.77,76.48,879.55,99.36,128.87,50.62,7.64,19.98,3.23,4.45,13.87,179.69,52.66,59.84,279.7,27,64.17,137.63,38.75,15.56,29.15,31,26.42,0.16,40.97,5.88,33.2,10.09,44.55,0,85.81,1.66,113.31,12.07,124.37,6.51,4.04,1.94,139.8,266.76,77.45,208.62,297.27,55.38,53.77,49.96,110.03,7.18,167.75,53.27,3.1,182.65,160.29
11.12,87.07,109.83,184.51,10,40.84,0,4.35,130.47,76.14,900.91,104.39,130.19,51.14,7.67,20.27,3.18,4.58,14.17,191.45,53.09,60.76,284,27.15,65.61,139.67,38.75,15.83,29.02,31,26.69,0.16,41.07,5.76,33.53,10.27,43.35,0,86.07,1.69,113.2,12.11,124.89,6.52,4.02,2,137.85,271.01,78.27,209.49,299.67,55.12,53.42,50.45,112.48,7.37,169.17,53.8,3.1,182.64,161.07
10.78,88.68,109.46,184.74,10,40.98,0,4.35,129.97,76.3,900.91,104.39,130.19,51.14,7.65,20.27,3.17,4.61,13.73,193.3,53.22,60.63,268.33,27.44,65.92,140.94,38.95,16.52,29.15,31.47,27.47,0.12,40.98,5.66,33.61,10.33,43.26,0,85.44,1.69,110.82,12.16,124.83,6.62,4.12,2.03,140.43,276.3,78.87,212.8,302.58,57.73,54.78,50.9,112.88,7.47,171.12,54.42,3.1,184.39,161.7
10.81,88.25,109.39,184.97,10.08,41.09,0,4.28,131.49,75.45,937.57,106.23,127.11,50.51,7.61,20.15,3.13,4.58,13.86,192.34,53.02,60.79,267.81,27.56,66.04,144.85,38.83,16.09,28.89,31.7,26.93,0.12,40.87,5.59,33.44,10.12,43.31,0,85.31,1.69,112.09,12.11,124.43,6.62,4.05,1.98,140.43,276.9,78.78,214.23,305.66,60.32,54.8,51.15,113.21,7.4,172.3,55.7,3.05,184.22,162.06
10.94,88.34,108.98,184.34,9.89,41.12,0,4.37,131.33,75.14,942.57,114.59,129.25,50.41,7.76,20.32,3.16,4.67,13.91,190.89,52.86,59.55,269.34,26.48,65.53,139.26,38.59,15.64,28.34,31.7,26.36,0.13,40.85,5.63,33.23,9.92,42.99,0,85.84,1.69,112.23,11.85,121.66,6.62,3.99,2,140.43,273.47,78,212.88,302.68,58.66,54.36,50.45,110.67,7.31,169.17,54.17,3.04,181.38,160.85
10.96,89.38,109.21,184.51,10.06,41.03,0,4.48,131.55,75.12,987.34,111.44,133.31,50.58,7.8,20.05,3.06,4.64,13.77,190.1,53.01,59.4,268.05,26.64,65.85,141,38.8,15.99,29.19,32.22,27.36,0.13,40.7,5.55,33.38,9.97,43.62,0,85.71,1.69,109.88,11.79,120.57,6.61,3.95,1.97,147.07,270.53,77.66,212.23,299.12,60.12,54.76,50.72,110.16,7.44,169.37,54.19,2.86,183.6,159.97
11.13,90.04,108.79,184.69,10.13,41.01,0,4.35,131.55,75.21,963.6,103.94,124.96,49.78,7.91,20.23,3.07,4.56,13.69,191.17,53.09,60.07,266.59,26.94,66.08,141.02,38.6,15.95,29.4,33,27.27,0.12,40.53,5.5,32.79,9.97,43.68,0,85.51,1.72,110.64,11.8,122.35,6.65,3.91,1.97,146.98,277.39,78.34,217.53,305.59,60.92,55.74,51.21,111.85,7.51,171.43,54.42,3,185.29,160.9
11.39,90.42,108.47,183.13,10.11,40.92,0,4.33,131.12,75.28,951.94,103.76,126.34,50.83,7.8,20.29,3.07,4.51,13.79,190.53,53.27,59.98,261.27,27.35,66.87,143.78,39.05,16.33,29.87,33.4,27.9,0.1,40.57,5.5,32.93,9.9,44.58,0,85.77,1.77,112.44,12.1,122.59,6.68,3.96,1.95,150.06,283.05,79.8,219.28,309.7,61.87,55.62,52.05,112.18,7.43,174.93,54.44,2.87,186.45,162.47
11.58,90.68,108.98,183.3,10.14,40.99,0,4.5,132.48,75.54,944.65,104.78,124.91,49.14,7.85,20.09,3.06,4.6,13.8,190.92,53.69,60.45,264.21,27.28,66.53,141.82,39.01,15.93,29.57,33.19,27.67,0.1,41.03,5.64,32.98,9.97,45.11,0,86.19,1.77,116.13,12.32,123.51,6.62,3.96,1.95,148.96,280.22,79.36,219.17,308.71,60.75,55.51,52.13,112.33,7.37,172,54.67,2.9,186.84,162
11.82,91.09,108.08,180.01,10.03,40.95,0,4.43,131.18,74.8,978.91,106.45,126.23,49.77,7.93,20.57,3.11,4.63,13.79,190.01,52.58,59.53,268.4,27.44,68.16,144.72,39.2,16.03,29.89,32.96,27.87,0.08,41.07,5.85,32.7,10.27,45.24,0,86.21,1.79,116.47,12.33,123.91,6.7,4.01,1.97,147.73,281.61,79.83,221.05,310.06,61.55,55.5,52.18,112.7,7.33,173.74,54.8,3,186.95,162.86
11.88,90.36,108.61,180.3,9.94,40.88,0,4.48,130,73.22,991.52,107.92,125.09,49.84,7.93,20.57,3.1,4.5,13.79,191.58,52.9,59.42,265.82,27.56,67.91,143.36,39.34,16.23,29.6,32.67,28.47,0.08,40.72,5.85,32.83,10.27,44.03,0,85.48,1.81,115.32,12.32,122.41,6.71,4.03,1.99,145.52,278.77,80.09,219.95,310.5,61.5,55.43,51.43,110.53,7.49,174.53,54.22,3,186.29,162.89
12.25,92.07,108.61,178.4,9.95,41.06,0,4.49,130,73.22,984.75,106.59,127.05,52.91,7.88,20.25,3.1,4.51,13.92,198.8,52.85,61.4,266.97,27.52,68.22,142.44,39.21,16.33,29.8,32.9,27.8,0.1,40.15,5.62,32.58,10.08,42.67,0,84.49,1.85,117.28,12.24,124.26,6.46,4.03,1.97,142.73,281.16,80.8,220.9,314.26,59.82,55.58,51.89,112.39,7.49,176.85,54.7,3,186.32,169.06
12.25,92.07,108.61,178.4,9.95,41.06,0,4.49,130,73.22,992.1,105.88,128.3,52.08,7.88,20.25,3.1,4.51,13.92,198.8,52.85,61.4,266.97,27.52,68.22,142.44,39.21,16.33,29.8,32.9,27.8,0.1,40.15,5.62,32.58,10.08,42.67,0,84.49,1.85,117.28,12.24,124.26,6.46,4.03,1.97,143.34,281.16,80.8,220.9,314.26,59.82,55.58,51.89,112.39,7.49,176.85,54.7,3,186.32,169.06
12.25,92.07,108.61,178.4,9.95,41.06,0,4.49,130,73.22,988.6,105.33,126.53,51.5,7.84,20.23,3.08,4.62,13.9,205.46,52.98,61.16,271.34,27.2,66.83,140,38.84,16.14,29.82,32.7,27.48,0.12,40.15,5.42,32.6,10.1,43.8,0,84.29,1.85,117.28,12.24,124.26,6.46,4.03,1.95,141.99,282.89,80.75,219.09,315.26,60.74,55.95,51.7,112.16,7.41,177.03,53.78,2.99,187.51,168.24
12.33,92.05,110.18,179.32,10.15,41.78,0,4.51,131.3,75.68,1015.42,108.64,126.82,51.42,7.91,20.24,3.08,4.67,13.97,207.48,52.86,61.28,277.73,27.51,67.07,142.9,39.33,16.11,30.53,32.7,27.88,0.12,40.57,5.59,32.15,10.2,43.6,0,84.91,1.84,116.53,12.26,124.2,6.48,4.07,1.95,143.31,292.61,82.59,225.67,333.1,62.87,57.73,52.7,114.67,7.5,182.37,54.51,2.97,190.42,171.81
12.66,91.4,109.62,180.76,10.17,41.79,0,4.53,131.58,75.69,1010.26,107.8,125.78,51.35,7.91,20.37,3.11,4.68,13.46,210.14,53.13,62.51,276.43,27.79,67.04,144.4,39.21,16.01,30.93,32.59,27.92,0.12,39.98,5.8,31.73,9.63,43,0,84.45,1.87,117.51,12.17,127.14,6.48,4.1,1.99,143.31,280,82.33,225.34,330.12,62.58,58.91,51.97,114.12,7.54,180.73,56.07,2.75,190.59,171.29
12.66,89.56,110.15,180.3,10.3,41.72,0,4.44,130.34,73.98,991.9,104.78,123.66,50.09,7.81,20.68,3.12,4.84,13.43,212.16,52.67,62.8,300,27.75,67.14,147,39.18,15.93,30.57,32.44,27.6,0.12,39.17,5.68,31,8.86,41.07,0,83.59,1.87,116.88,12.13,127.72,6.47,4.15,1.95,143.31,279.19,82.41,223.32,328.87,62.94,59.51,51.06,113.53,7.57,176.88,56.55,2.95,187.75,170.42
12.56,90.27,111.05,179.61,10.25,42.33,0,4.42,133.72,74.13,984.23,106.52,122.06,50.61,7.8,20.47,3.12,4.83,13.52,212.16,53.59,63.83,304.56,28.31,67.86,149.3,39.63,16.25,30.54,32.38,28.18,0.12,39.3,5.89,31.41,9.16,41.35,0,84.76,1.9,117.8,12.09,129.04,6.51,4.1,1.98,141.87,283.13,83.03,221.54,328.33,62.86,60.22,50.92,114.73,7.66,178.07,57.39,2.83,189.51,172.25
12.52,90.86,110.41,180.42,10.22,42.11,0,4.46,133.53,74.72,1012.32,106.54,125.24,49.06,7.8,20.47,3.16,4.85,13.43,212.54,52.98,63.88,304.09,28.6,68.07,148.77,39.96,16.28,30.07,32.42,27.63,0.12,39.55,5.91,31.47,9.11,41.55,0,84.9,1.89,118.49,12.01,129.5,6.53,4.13,1.93,144.71,286,83.82,220.94,328.59,63.37,61.29,51.14,115.09,7.57,179.21,56.63,2.88,190.61,172.55
12.58,91.4,110.98,179.15,10.36,42.47,0,4.6,133.07,73.82,1014.43,106.61,122.54,53.12,8,20.23,3.16,4.88,13.59,211.67,53.29,64.19,310.01,26.63,67.05,144.45,39.27,15.73,28.78,32.3,26.98,0.12,39.27,6,32,9.08,42.77,0,86.56,1.95,118.66,11.87,122.76,6.49,4.1,1.9,143.82,289.91,84.11,222.58,333.33,63.5,61.99,51.1,113.94,7.57,178.72,55.99,2.83,194.94,173.63
12.6,91.4,110.98,179.15,10.36,42.44,0,4.6,135.05,75.52,1014.43,106.61,122.54,53.12,8,20.23,3.16,4.88,13.59,212.09,52.15,59.35,304.75,25.84,67.87,146.14,39.03,15.15,27.8,31.63,26.07,0.12,38.45,6,31.38,9.12,50.45,0,85.78,2.01,118.66,11.87,122.76,6.46,4.1,1.9,145.14,289.31,83.51,223.14,331.85,63.79,62.18,50.7,114.31,7.55,176.39,55.28,2.68,190.03,170.94
12.55,90.81,111.05,178,10.16,42,0,4.78,132.88,75.12,1014.43,106.61,122.54,53.12,7.75,20.12,3.19,4.74,13.43,209.12,51.98,59.92,317.87,25.67,67.43,145.56,39.17,15.01,27.96,31.63,25.98,0.12,37.83,5.8,30.84,9.1,51.86,0,84.92,1.97,117.63,11.74,121.26,6.33,4.13,1.87,142.36,289.93,82.46,207.63,332.55,64.26,63.01,49.71,114.57,7.54,174.57,55.74,2.61,202.71,171.38
12.47,90.91,111.19,178.98,10.23,42.13,0,4.66,135.48,76.45,1014.43,106.61,122.54,53.12,7.57,19.76,3.18,4.73,13.36,211.4,53,61.37,328.86,25.99,68.44,147.36,39.39,15.27,28.07,31.41,26.48,0.12,38.06,5.74,30.93,9.19,52.19,0,85.7,1.9,118.43,11.62,121.66,6.32,4.18,1.89,143.56,292.04,83.54,212.03,334.07,65.3,63.85,49.73,115.85,7.57,176.69,55.75,2.7,204.81,173.54
11.88,90.58,111.03,178.75,10.21,42.13,0,4.58,134.58,76.33,943.61,95.94,113.43,52.08,7.45,19.59,3.16,4.77,13.41,210.41,52.62,60.98,328.36,25.5,66.57,141.36,38.39,14.9,27.52,30.93,26.07,0.12,38.06,5.72,30.87,9.32,53.24,0,85.12,1.87,113.61,11.4,120.45,6.32,4.18,1.86,141.15,291.34,82.69,210.64,335.72,65.84,63.02,50.52,115.82,7.57,175.36,55.61,2.7,204.41,172.61
11.83,87.35,110.34,178.63,10.44,42.19,0,4.58,134.4,76.93,926.94,99.94,118.37,54.31,7.45,19.68,3.19,4.66,13.36,207.87,52.46,60.08,327.9,24.87,64.45,135.7,37.51,14.41,26.49,30.39,25.52,0.12,37.74,5.82,30.44,9.1,52.95,0,84.43,1.83,112.74,11.27,118.09,6.2,4.09,1.89,141.76,288.38,79.88,208.55,330.9,64.64,62.69,50,113.3,7.57,170.48,54.52,2.45,199.5,169.85
11.05,87.55,111.03,181.11,10.61,42.56,0,4.6,135.2,76.42,921.11,99.86,118.72,52.81,7.51,19.41,3.24,4.73,13.15,207.19,52.84,59.18,334.99,25.67,65.32,135.96,37.56,14.38,26.71,30.42,25.49,0.12,37.37,5.82,28.43,9,52.45,0,83.81,1.83,113.84,11.25,117.68,6.17,4.1,1.81,141.76,290.56,80.85,206.92,334.18,67,62.75,50.24,113.35,7.22,168.29,50.74,2.68,200.07,170.36
11.02,85.56,109.74,178.05,10.52,42.56,0,4.41,135.48,76.47,894.46,95.62,115.07,49.87,7.5,19.56,3.28,4.62,13.16,201.89,52.31,58.35,332.94,25.55,64.88,136.33,37.27,14.49,26.98,30.55,25.16,0.06,37.9,5.97,29,9.23,52.75,0,83.93,1.83,115.67,11.56,116.07,6.18,4.09,1.75,141.76,295,80.72,207.38,339.36,66.73,63.01,49.89,113.64,7.24,172.05,51.1,2.7,202.94,170.39
11.04,85.46,110.59,177.13,10.63,42.63,0,4.58,135.32,76.14,944.77,103.32,119.35,53.23,7.67,19.27,3.34,4.57,13.29,203.23,51.88,58.64,347.83,25.63,65.47,129.89,37.4,14.7,27.17,30.25,25.14,0.03,37.29,5.92,28.32,9.14,47.7,0,84.54,1.84,117.74,11.59,115.9,6.16,4.11,1.72,141.78,300.8,80.9,208.54,341.35,63.73,62.96,49.95,115.09,7.18,173.08,51.67,2.68,204.08,171.63
10.92,84.48,109.23,176.38,10.56,42.74,0,4.58,135.08,75.6,929.03,107.9,117.88,54.85,7.53,19.3,3.35,4.49,13.29,201.06,50.71,57.87,344.38,25.36,62.11,121.87,36.3,14.02,26.04,29.94,23.66,0.03,37.63,5.83,28.1,9.05,47.96,0,83.7,1.92,113.47,11.05,114.12,6.06,4.02,1.65,140.58,295.48,77.83,205.28,335.37,64.76,61.44,48.24,109.31,7.16,167.99,51.82,2.39,197.07,166.82
11.08,85.53,111.28,178.05,10.48,43.09,0,4.44,135.08,75.09,923.37,106.73,116.54,54.36,7.57,19.51,3.38,4.48,13.51,205.33,51.71,58.42,347.76,25.93,62.72,123.32,36.25,14.02,25.98,30.07,23.18,0.03,37.75,5.79,27.76,9.05,50.02,0,84.09,1.9,115.09,11.16,113.87,6.11,4.07,1.69,142.16,295.64,79.02,205.74,336.17,66.33,62.02,48.93,112.87,7.25,168.49,53.24,2.47,198.32,168.16
11.34,86.11,111.84,179.32,10.45,43.57,0,4.52,136.19,76.08,965.48,114.46,126.12,56.16,7.46,19.28,3.41,4.39,13.41,204.99,51.56,58.3,343.86,26.1,62.95,125.25,36.45,13.94,26.52,30.1,23.14,0.03,38.16,5.73,27.36,9.12,50.06,0,85.34,1.92,118.55,11.37,115.55,6.11,4.1,1.65,143.31,294.49,79.02,205.01,334.15,65.41,62.12,48.83,114.1,7.18,167.72,53.29,2.23,202.19,169.38
11.33,86.96,113.18,183.24,10.48,44.01,0,4.68,136.41,76.64,968.51,114.55,126.19,56.55,7.47,19.24,3.4,4.4,13.43,206.8,52.31,58.54,343.56,26.53,63.4,127.31,36.6,13.98,26.73,31,23.32,0.06,38.45,5.72,27.16,9.06,51.35,0,85.51,1.94,119.41,11.57,117.86,6.1,4.19,1.65,141.9,304.71,79.77,208.73,339.39,68.18,62.9,48.96,117.6,7.21,169.85,53,2.29,205.64,170.79
11.44,85.68,112.3,185.15,10.57,43.98,0,4.57,136.41,76.64,944.43,110.88,124.34,54.45,7.58,19.41,3.44,4.36,13.22,204.79,52.13,58.66,341.69,25.89,60.31,121.42,35.98,13.75,26.16,31.19,22.48,0.06,38.85,5.66,27.5,9.1,50.54,0,86.81,2,117.68,11.56,117.51,6.12,4.2,1.75,142.53,306.69,78.89,207,337.99,68,62.18,48.1,116.11,7.07,166.37,51.89,2.24,203.75,169.95
11.35,84.15,111.77,183.13,10.52,43.92,0,4.34,136.19,77.13,921.69,108.32,123.47,54.15,7.89,19.59,3.43,4.36,13.26,203.05,51.79,58.06,347.6,25.35,59.22,120.18,35.39,13.55,25.96,31.89,22.19,0.06,39.04,5.61,27.87,9.06,50.91,0,86.23,1.99,115.95,11.47,117.05,6.03,4.22,1.65,142.76,314.58,78.73,209.95,342.01,65.43,61.36,47.54,115.2,6.96,169.29,51.57,2.2,203.29,168.62
11.2,84.03,111.79,185.43,10.6,43.67,0,4.26,135.42,76.7,932.15,108.53,122.76,53.79,7.86,20.33,3.39,4.52,13.26,205,52.68,58.77,346.56,25.78,58.68,120.87,35.49,13.74,26.15,31.81,23.09,0.06,39.16,5.64,27.46,9.19,50.15,0,85.76,2.01,117.05,11.65,117.22,6.06,4.11,1.64,145.6,316.24,80.23,211.98,343.95,67.84,62.66,48.65,117.68,6.81,171.45,51.66,2.34,205.55,169.6
